Município,Branca,Preta,Amarela,Parda,Indígena,Sem declaração,Total,Ano
210160 BARRA DO CORDA,"94,97","45,46","72,13","64,47","35,23","50,96","70,66",1991
210170 BARREIRINHAS,"58,39","38,23",...,"58,47",...,"28,65","58,25",1991
210180 BENEDITO LEITE,"109,07","79,44",...,"69,49",...,"24,01","76,99",1991
210190 BEQUIMAO,"46,36","44,56",...,"60,11",...,"40,52","53,64",1991
210200 BOM JARDIM,"79,02","78,29",-,"81,02","56,83","54,93","79,6",1991
210210 BREJO,"110,88","53,07","101,31","72,22",...,"22,73","79,32",1991
210220 BURITI,"103,34","88,4","108,41","76,71",...,"99,52","81,81",1991
210230 BURITI BRAVO,"134,52","56,58",...,"83,38",...,"37,89","87,32",1991
210240 CAJAPIO,"84,03","47,43","66,66","54,98",...,"66,94","54,87",1991
210250 CAJARI,"65,52","61,95",...,"55,46",...,"51,08","58,28",1991
210260 CANDIDO MENDES,"133,97","87,85","64,9","62,54","32,09","35,29","77,38",1991
210270 CANTANHEDE,"61,72","49,82","26,74","56,11",...,"48,52","56,9",1991
210280 CAROLINA,"124,03","92,17",...,"110,54",...,"121,39","113,09",1991
210290 CARUTAPERA,"94,57","63,25","76,09","72,82","30,44","54,67","74,55",1991
210300 CAXIAS,"160,59","74,38","147,65","96,78","58,3","77,77","103,51",1991
210310 CEDRAL,"125,66","83,54",...,"87,04",...,"41,22","91,02",1991
210320 CHAPADINHA,"186,23","70,32","50,89","84,75","45,15","53,91","101,8",1991
210330 CODO,"129,24",78,"210,88","86,32","65,92","110,09","92,08",1991
210340 COELHO NETO,"155,97","111,95","2579,18","104,91",...,"188,34","113,28",1991
210350 COLINAS,"307,75","53,45",...,"64,58",...,"137,65","115,97",1991
210360 COROATA,"102,16","56,75","29,35","66,46","54,73","70,76","72,25",1991
210370 CURURUPU,"114,26","77,28","74,98","74,61",...,"168,67","79,49",1991
210380 DOM PEDRO,"197,14","93,21",...,"117,52","333,11","44,25","136,4",1991
210390 DUQUE BACELAR,"66,56","54,74",...,"61,79",...,"127,71","62,49",1991
210400 ESPERANTINOPOLIS,"97,96","78,31","125,78","77,85",...,"58,78","80,63",1991
210405 ESTREITO,"204,07","92,57",...,"105,4","78,35",...,"128,47",1991
210410 FORTALEZA DOS NOGUEIRAS,"112,26","35,72",...,"42,68",...,"93,67","57,32",1991
210420 FORTUNA,"89,02","41,72",...,"59,89",...,"27,21","64,97",1991
210430 GODOFREDO VIANA,"109,75","86,08","1301,03","89,84","35,47","92,67","93,59",1991
210440 GONCALVES DIAS,"153,01","101,39",...,"151,44","77,87","105,54","149,59",1991
210450 GOVERNADOR ARCHER,"81,32","59,82",...,"111,35",...,"45,99","102,28",1991
210460 GOVERNADOR EUGENIO BARROS,"68,62","52,59","370,8","62,28",...,"32,44","62,91",1991
210470 GRACA ARANHA,"78,85","63,72",...,"64,57",...,...,"67,23",1991
210480 GRAJAU,"124,77","61,45","78,83","86,01","49,24","152,9","97,69",1991
210490 GUIMARAES,"97,88","60,19",...,"73,27","103,01","37,89","74,97",1991
210500 HUMBERTO DE CAMPOS,"59,91",372,"167,3","65,74",...,"36,53","65,63",1991
210510 ICATU,"65,82","45,78","19,35","47,7","47,48","57,12","49,37",1991
210520 IGARAPE GRANDE,"79,65","65,02",...,"73,43",...,"48,78","74,91",1991
210530 IMPERATRIZ,"260,17","120,57","206,55","168,68","104,16","170,7","192,36",1991
210540 ITAPECURU MIRIM,"126,53","75,62","33,78",70,...,"31,98","81,24",1991
210550 JOAO LISBOA,"74,42","62,51","39,04","82,34","81,41","24,04","79,19",1991
210560 JOSELANDIA,"81,12","47,17","72,88","70,13",...,...,"70,95",1991
210570 LAGO DA PEDRA,"95,19","45,05","43,7","68,49","164,13","76,66","75,58",1991
210580 LAGO DO JUNCO,"104,82","60,35",...,"93,65",...,"60,84","95,26",1991
210590 LAGO VERDE,"75,06","64,77","19,98","58,45",...,"186,79","60,44",1991
210600 LIMA CAMPOS,"132,8","62,82",...,"102,7",...,...,"104,98",1991
210610 LORETO,"62,56","65,91",...,"54,18",...,"26,62","56,02",1991
210620 LUIS DOMINGUES,"131,93","83,96",...,"92,95",...,"71,46","98,12",1991
210630 MAGALHAES DE ALMEIDA,"50,99","69,06",...,"53,88",...,"18,98","54,08",1991
210640 MATA ROMA,"68,08","27,15",...,"46,48",...,"70,35","47,49",1991
210650 MATINHA,"71,28","39,41","12,26","50,85",...,"10,37","52,29",1991
210660 MATOES,"87,67",52,...,"62,92",...,"226,04","64,76",1991
210670 MIRADOR,"84,77","52,24",...,"50,83",...,"28,06","58,72",1991
210675 MIRANDA DO NORTE,"115,56","110,17","81,11","96,45",...,"47,78","102,5",1991
210680 MIRINZAL,"106,81","57,96","46,48","88,46",...,"21,63","84,84",1991
210690 MONCAO,"88,45","71,85","57,74","73,16",...,"93,6","75,08",1991
210700 MONTES ALTOS,"86,71","66,21","108,01","78,05","24,9","135,03","80,2",1991
210710 MORROS,"145,15","82,67","55,35","66,4",...,"74,61","76,43",1991
210720 NINA RODRIGUES,"88,53","32,17",...,"51,01",...,"27,94","50,29",1991
210730 NOVA IORQUE,"54,43","38,3",...,"50,59",...,...,"50,48",1991
210740 OLHO D'AGUA DAS CUNHAS,"77,29","54,19",...,"87,44",...,"32,7","83,73",1991
210750 PACO DO LUMIAR,"173,46","144,84","377,02","155,29","77,64","173,25","159,35",1991
210760 PALMEIRANDIA,"80,68","39,16","37,09","49,52",...,"66,54","50,69",1991
210770 PARAIBANO,"149,35","57,34",...,"90,73","37,68","70,46","105,19",1991
210780 PARNARAMA,"122,27","59,61",...,"53,1",...,"88,39","63,84",1991
210790 PASSAGEM FRANCA,"69,32","56,41",...,"75,44",...,"61,32","72,39",1991
210800 PASTOS BONS,"58,73","43,52",...,"72,92","284,54","58,4","66,86",1991
210810 PAULO RAMOS,"120,81","61,85",...,"97,18","125,95","45,19","98,28",1991
210820 PEDREIRAS,"170,27","87,21","45,52","111,97","36,09","192,85","125,36",1991
210830 PENALVA,"109,75","68,48",...,"62,32","135,72","57,34","66,79",1991
210840 PERI MIRIM,"108,57","70,74",...,"67,22",...,"70,31","80,31",1991
210850 PINDARE-MIRIM,"121,5","67,74","83,79","88,78","20,48","55,03","92,98",1991
210860 PINHEIRO,"90,83","64,91","21,43","78,98",...,"47,87","80,26",1991
210870 PIO XII,"81,3","60,26",...,"71,21","76,23","33,84","73,93",1991
210880 PIRAPEMAS,"88,66","55,45",28,"53,62",...,"33,84","55,76",1991
210890 POCAO DE PEDRAS,"84,5","40,65","74,05","70,12","43,85","69,56","71,22",1991
210900 PORTO FRANCO,"136,26","61,34",...,"86,63",...,"71,17","99,94",1991
210910 PRESIDENTE DUTRA,"133,54","75,3",...,"99,71",...,"50,66","106,3",1991
210920 PRESIDENTE JUSCELINO,"94,64","64,32",...,"64,84",...,"60,69","68,16",1991
210930 PRESIDENTE VARGAS,"62,21","29,54","13,37","46,17",...,"40,56","47,52",1991
210940 PRIMEIRA CRUZ,"67,68","95,22",...,"69,69",...,"36,13","69,47",1991
210950 RIACHAO,"70,36","46,21","64,05","52,5","28,48",...,"55,33",1991
210960 ROSARIO,"99,58","75,17",...,"82,82",...,"69,68","85,25",1991
210970 SAMBAIBA,"97,65","44,84","39,62","98,03",...,...,"89,13",1991
210980 SANTA HELENA,"89,34","68,54",...,"82,81",...,"100,57","83,24",1991
210990 SANTA INES,"182,8","112,51","73,65","118,06",...,"122,8","132,34",1991
211000 SANTA LUZIA,"101,94","81,4","73,33","75,39","2,84","71,21","80,52",1991
211003 SANTA LUZIA DO PARUA,"95,05","56,28","17,73","66,82","75,23","101,15","71,63",1991
211010 SANTA QUITERIA DO MARANHAO,"88,71","64,48",...,"65,53",...,"102,94","73,85",1991
211020 SANTA RITA,"94,97","52,44","12,37","59,7","104,89","25,36","63,59",1991
211030 SANTO ANTONIO DOS LOPES,"79,05","64,63",...,"90,28",...,...,"89,24",1991
211040 SAO BENEDITO DO RIO PRETO,"51,56","34,4",...,"40,06",...,"56,25","42,67",1991
211050 SAO BENTO,"110,01","79,53",...,"85,83",...,"119,41","89,63",1991
211060 SAO BERNARDO,"109,98","31,49",...,"60,49",...,...,"62,94",1991
211070 SAO DOMINGOS DO MARANHAO,"82,75","47,74","52,51","78,47",...,"52,08","78,26",1991
211080 SAO FELIX DE BALSAS,"91,52","29,59",...,"37,52",...,"26,48","48,65",1991
211090 SAO FRANCISCO DO MARANHAO,"92,94","67,46",...,"74,52",...,"54,98","75,73",1991
211100 SAO JOAO BATISTA,"63,86","57,5",83,"52,98",...,"60,33","56,12",1991
211110 SAO JOAO DOS PATOS,"125,23","76,63",...,"79,99",...,...,"94,6",1991
211120 SAO JOSE DE RIBAMAR,"182,54","118,21","142,65","116,08","75,87","86,22","125,8",1991
211130 SAO LUIS,"486,88","221,43","343,25","235,61","212,66","225,62","297,83",1991
211140 SAO LUIS GONZAGA DO MARANHAO,"99,77","108,24","126,08","93,23",...,"83,02","95,78",1991
211150 SAO MATEUS DO MARANHAO,"92,37","80,15","63,77","76,99",...,"33,24","80,36",1991
211160 SAO RAIMUNDO DAS MANGABEIRAS,"192,26","74,49",...,"55,14",...,"332,55","91,44",1991
211170 SAO VICENTE FERRER,"61,32","49,89",...,"61,26",...,"70,59","59,98",1991
211180 SITIO NOVO,"84,96","39,44",...,"71,57",...,"72,24","74,89",1991
211190 SUCUPIRA DO NORTE,"58,91","68,03",...,"50,49",...,"68,75","53,52",1991
211200 TASSO FRAGOSO,"47,66","37,02",...,"44,21",...,"85,78","44,35",1991
211210 TIMBIRAS,"80,3","72,4",...,"58,45",...,305,"60,8",1991
211220 TIMON,"166,85","85,52","223,93","108,75","41,64","62,41","116,22",1991
211230 TUNTUM,"89,12","57,32","4,73","70,67","27,2","95,53","76,11",1991
211240 TURIACU,"127,89","74,68","92,65","70,23","25,91","63,11","77,59",1991
211250 TUTOIA,"80,25","59,34","164,25","60,41","82,75","78,36","67,97",1991
211260 URBANO SANTOS,"77,71","79,1","25,45","63,4",...,...,"65,7",1991
211270 VARGEM GRANDE,"78,3","56,61",...,"57,39","29,11","28,04","59,22",1991
211280 VIANA,"81,2","62,37",...,"62,99","23,79","78,49","66,71",1991
211290 VITORIA DO MEARIM,"82,21","66,26","46,9","64,3",...,"82,02","69,37",1991
211300 VITORINO FREIRE,"219,92","62,92","52,19","86,92",...,...,"107,15",1991
211400 ZE DOCA,"111,45","74,18","120,76","77,56","59,71","95,68","84,18",1991
220010 AGRICOLANDIA,"61,31","46,74",...,"57,76",...,...,"57,96",1991
220020 AGUA BRANCA,"117,31","61,36",...,"99,58",...,...,"101,24",1991
220025 ALAGOINHA DO PIAUI,"117,16","70,13",...,"53,91",...,"135,45","86,38",1991
220030 ALTO LONGA,"71,39","46,57","38,56","67,88",...,"94,09","67,65",1991
220040 ALTOS,"101,57","61,31","32,3","89,88",...,"86,44","89,64",1991
220050 AMARANTE,"121,95","82,03",...,"91,56","129,2","62,53","92,71",1991
220060 ANGICAL DO PIAUI,269,"38,73",...,"82,21",...,"49,89","103,97",1991
220070 ANISIO DE ABREU,"72,63","51,09",...,"56,07",...,...,"60,38",1991
220080 ANTONIO ALMEIDA,"65,68","35,54","11,86","43,65",...,...,"48,36",1991
220090 AROAZES,"75,27","51,65",...,"60,75",...,"84,2","61,15",1991
220100 ARRAIAL,"132,5","54,77",...,"70,52",...,"31,45","73,29",1991
220110 AVELINO LOPES,"103,41","81,14",...,"58,28",...,"49,33","70,68",1991
220120 BARRAS,"123,8","54,31",...,"62,66",...,"114,51","68,42",1991
220130 BARREIRAS DO PIAUI,"98,41","58,77",...,"82,75",...,"56,65","83,15",1991
220140 BARRO DURO,"149,23","114,51",...,"99,16",...,"66,88","107,33",1991
220150 BATALHA,"87,77","37,99","10,56","54,18","46,43","6,83","57,51",1991
220160 BENEDITINOS,"72,96","63,16","49,69","50,95",...,"23,31",57,1991
220170 BERTOLINIA,"71,41","44,76",...,"57,18",...,"59,63","59,13",1991
220180 BOCAINA,"98,22","66,61",...,"64,77",...,"68,86","78,88",1991
220190 BOM JESUS,"182,99","66,75","24,94","130,2","24,69","57,91","134,78",1991
220200 BURITI DOS LOPES,"65,14","49,45","47,36","64,15","92,42","47,3","62,93",1991
220210 CAMPINAS DO PIAUI,"112,17","63,08",...,"65,88",...,"29,91","75,8",1991
220220 CAMPO MAIOR,"223,34","74,61",...,"106,17",...,"191,23","121,63",1991
220230 CANTO DO BURITI,"152,62","40,66","17,12","71,75",...,...,"80,66",1991
220240 CAPITAO DE CAMPOS,"117,36","55,29","11,69","70,34",...,20,"79,28",1991
220250 CARACOL,"99,23","67,03",...,"60,08","9,01","29,05","66,19",1991
220260 CASTELO DO PIAUI,"123,92","67,01",...,"62,76",...,...,"82,69",1991
220270 COCAL,"69,03","52,25","17,88","59,65",...,"73,69","62,44",1991
220280 CONCEICAO DO CANINDE,"44,42","30,49",...,"72,99",...,...,"50,71",1991
220290 CORRENTE,"270,07","72,8","4,74","94,67",...,"54,29","114,96",1991
220300 CRISTALANDIA DO PIAUI,"175,76","33,46",...,"58,04",...,...,"66,44",1991
220310 CRISTINO CASTRO,"116,32","49,3",...,"75,22",...,"56,58","82,26",1991
220320 CURIMATA,"110,59","48,59",...,"62,41","134,53","200,47","67,64",1991
220330 DEMERVAL LOBAO,"162,35","62,79",...,"91,22",...,"824,7","104,07",1991
220335 DIRCEU ARCOVERDE,"95,44","35,26",...,"60,01",...,...,"67,5",1991
220340 DOM EXPEDITO LOPES,"92,65","61,13",...,"149,99","105,77",...,"118,57",1991
220342 DOMINGOS MOURAO,"66,06","64,69","75,39","46,62",...,"21,09","51,48",1991
220345 DOM INOCENCIO,"60,88","48,54","19,32","56,35",...,"121,08","57,66",1991
220350 ELESBAO VELOSO,"86,38","61,59",...,"75,52",...,"21,23","77,27",1991
220360 ELISEU MARTINS,"89,78","48,28",...,"71,05",...,"98,69","74,14",1991
220370 ESPERANTINA,"154,07","48,58","15,92","74,89","47,15","53,44","87,05",1991
220380 FLORES DO PIAUI,117,"72,1",...,"62,52",...,...,"72,26",1991
220390 FLORIANO,"363,61","150,85","32,59","173,85",...,"194,88","202,77",1991
220400 FRANCINOPOLIS,"77,47","56,88","41,14","57,66",...,...,"59,33",1991
220410 FRANCISCO AYRES,"122,36","86,3",...,"74,84",...,"105,55","78,69",1991
220420 FRANCISCO SANTOS,"128,99","69,55",...,"95,91",...,"128,44","110,64",1991
220430 FRONTEIRAS,"106,37","56,82",...,"74,18",...,...,"96,26",1991
220440 GILBUES,"138,83","68,44","2,08","84,5",...,"50,31","89,96",1991
220450 GUADALUPE,"227,77","48,2",...,"128,49",...,"135,57","139,04",1991
220460 HUGO NAPOLEAO,"78,95","38,49",...,"56,57",...,"3,69","58,7",1991
220470 INHUMA,"103,97","71,24",...,"93,9",...,...,"95,24",1991
220480 IPIRANGA DO PIAUI,"140,89","58,78",...,"71,74",...,...,"84,76",1991
220490 ISAIAS COELHO,"45,93","31,87",...,"51,15",...,"122,16","47,75",1991
220500 ITAINOPOLIS,"35,71","30,4",...,"55,42",...,"50,22","55,01",1991
220510 ITAUEIRA,"72,88","40,44",...,"60,83",...,"90,71","61,83",1991
220520 JAICOS,"110,72","56,8",...,"66,11",...,"73,46","77,53",1991
220530 JERUMENHA,"109,22","66,82",...,"90,3","187,3","81,62","90,94",1991
220540 JOAQUIM PIRES,"94,14","79,79",...,"52,07","23,34",...,"60,81",1991
220550 JOSE DE FREITAS,"101,8","94,12",...,"71,58",...,"102,47","74,26",1991
220560 LANDRI SALES,"168,12","79,57","48,75","99,05",...,...,"102,52",1991
220570 LUIS CORREIA,"65,73","59,64","27,52","62,34","32,39","100,28","63,36",1991
220580 LUZILANDIA,"65,44","72,68",...,"65,14",...,"61,85","65,37",1991
220590 MANOEL EMIDIO,"57,27","33,96",...,"43,7",...,"102,4","47,05",1991
220600 MARCOS PARENTE,"96,47","58,91",...,"65,35","18,43","38,33","68,4",1991
220610 MATIAS OLIMPIO,65,"51,15","19,24","53,62","102,16","33,72","57,05",1991
220620 MIGUEL ALVES,"98,11","60,35",...,"71,53","77,63","97,23","74,12",1991
220630 MIGUEL LEAO,"573,23","35,84",...,"53,28",...,...,"107,2",1991
220640 MONSENHOR GIL,"67,52","53,81",...,"73,23",...,"17,57","71,3",1991
220650 MONSENHOR HIPOLITO,"86,61","84,01",...,"80,12",...,...,"82,43",1991
220660 MONTE ALEGRE DO PIAUI,"171,01","73,72",...,"88,79",...,"57,38","96,24",1991
220670 NAZARE DO PIAUI,"78,21","32,09",...,"58,18",...,...,"57,24",1991
220680 NOSSA SENHORA DOS REMEDIOS,"90,62","58,52","14,36","44,72",...,"22,41","50,43",1991
220690 NOVO ORIENTE DO PIAUI,"61,4","67,23",...,"68,46",...,"52,54","67,61",1991
220700 OEIRAS,"194,86","72,5",...,"84,27","24,76","126,58","93,96",1991
220720 PADRE MARCOS,96,"60,6",...,"54,93",...,...,"72,93",1991
220730 PAES LANDIM,"109,05","67,99","28,04","48,36","11,84","273,07","55,04",1991
220740 PALMEIRA DO PIAUI,"81,27","30,89",...,"48,35",...,...,"55,79",1991
220750 PALMEIRAIS,"76,24","51,23","39,77","52,62",...,...,"54,82",1991
220760 PARNAGUA,"91,39","57,51","11,61","60,05","126,42","90,11","63,55",1991
220770 PARNAIBA,"235,93","203,36","212,39","121,35",...,"88,2","153,94",1991
220780 PAULISTANA,"72,06","47,79","79,89","72,5",...,"67,81","69,29",1991
220790 PEDRO II,"76,94","55,8",...,"68,18",...,"82,86","70,14",1991
220800 PICOS,"207,89","91,67",...,"134,88",...,"161,37","162,95",1991
220810 PIMENTEIRAS,"90,02","54,61",...,"71,62",...,...,"75,33",1991
220820 PIO IX,"85,42","46,43",...,"63,2",...,"95,24","69,91",1991
220830 PIRACURUCA,"140,8","56,85",...,"75,31",...,"158,14","92,49",1991
220840 PIRIPIRI,"169,33","78,47","25,51","85,43",...,"67,49","102,54",1991
220850 PORTO,"121,9","48,82",...,"42,32",...,"126,29","53,6",1991
220860 PRATA DO PIAUI,"78,14","65,02",...,"62,54",...,...,"66,04",1991
220870 REDENCAO DO GURGUEIA,"87,57","43,62",...,"55,38",...,"37,97","58,73",1991
220880 REGENERACAO,"134,35","38,76",...,"67,31","72,06","55,71","73,25",1991
220890 RIBEIRO GONCALVES,"94,31","76,82",...,"69,85",...,"68,33","73,64",1991
220900 RIO GRANDE DO PIAUI,"112,56","85,18",...,"71,09",...,"457,36","86,06",1991
220910 SANTA CRUZ DO PIAUI,"74,1","58,71",...,"48,82",...,"33,85","54,54",1991
220920 SANTA FILOMENA,"133,52","84,9","116,84","78,65",...,"86,67","85,25",1991
220930 SANTA LUZ,"79,75","123,67",...,"63,61",...,"46,84","66,1",1991
220940 SANTO ANTONIO DE LISBOA,"179,36","61,94",...,"142,64",...,"206,87","156,42",1991
220950 SANTO INACIO DO PIAUI,"69,17","77,31",...,"60,57",...,...,"62,43",1991
220960 SAO FELIX DO PIAUI,"81,65","43,7","28,32","63,91",...,...,"70,17",1991
220970 SAO FRANCISCO DO PIAUI,"49,18","29,52",...,"38,55",...,"21,57","38,62",1991
220980 SAO GONCALO DO PIAUI,"145,42","91,93",...,"89,47",...,"392,21","99,22",1991
220985 SAO JOAO DA CANABRAVA,"69,4","23,32",...,"63,98",...,...,"64,01",1991
220990 SAO JOAO DA SERRA,"50,5","26,45",...,"48,24",...,...,"44,62",1991
221000 SAO JOAO DO PIAUI,"95,39","42,6",...,"74,03",...,"32,71","74,85",1991
221010 SAO JOSE DO PEIXE,"133,12","56,96",...,"52,4",...,"64,3","70,93",1991
221020 SAO JOSE DO PIAUI,"90,97","63,12",...,"62,95",...,"32,75","78,95",1991
221030 SAO JULIAO,"108,57","41,07","43,78","82,64",...,...,"92,25",1991
221040 SAO MIGUEL DO TAPUIO,"73,47","42,03","54,74","46,12",...,"136,31","51,75",1991
221050 SAO PEDRO DO PIAUI,"121,2","58,43",...,"66,49",...,...,"76,14",1991
221060 SAO RAIMUNDO NONATO,"162,44","73,76","116,15","85,78",...,"106,52","104,95",1991
221070 SIMOES,"134,1","44,48",...,"65,57","82,47","58,6","84,33",1991
221080 SIMPLICIO MENDES,"164,77","67,28","23,12","100,21",...,...,"120,67",1991
221090 SOCORRO DO PIAUI,"94,02","51,44",...,"80,3",...,"13,86","80,27",1991
221100 TERESINA,"463,3","233,31","548,02","234,99","115,53","220,11","287,46",1991
221110 UNIAO,"123,9","49,16","37,45","80,81",...,"40,7","83,08",1991
221120 URUCUI,"211,24","89,9",...,"74,57","40,58","77,33","95,25",1991
221130 VALENCA DO PIAUI,"237,83","64,71","101,82","98,26",...,"41,55","125,52",1991
221140 VARZEA GRANDE,"74,16","43,1",...,"63,53",...,...,"64,41",1991
230010 ABAIARA,"88,72","32,68","41,29","58,5",...,...,"64,15",1991
230015 ACARAPE,"113,19","90,88",...,"80,6",...,"39,9","86,72",1991
230020 ACARAU,"135,62","60,73","103,64","93,47",...,"60,78","102,4",1991
230030 ACOPIARA,"88,13","57,95","41,57","77,11",...,"15,01","80,72",1991
230040 AIUABA,"104,45","61,33","29,08","40,04",...,...,"57,72",1991
230050 ALCANTARAS,"88,55","35,31","53,04","69,22",...,"33,61","70,06",1991
230060 ALTANEIRA,"81,22","49,67",...,"61,21",...,"7,4","67,28",1991
230070 ALTO SANTO,"136,37","57,3",...,"81,76",...,"224,08","95,17",1991
230075 AMONTADA,"80,81","37,65",...,"56,24",...,"227,05","60,29",1991
230080 ANTONINA DO NORTE,"89,59","36,8",...,"79,51",...,...,"82,64",1991
230090 APUIARES,"62,59","56,94",...,"65,48",...,...,"64,82",1991
230100 AQUIRAZ,"145,52","79,81","140,24","107,33",...,"23,11","115,55",1991
230110 ARACATI,"167,04","86,02",...,"106,06",...,"61,23","116,98",1991
230120 ARACOIABA,"97,01","50,25","22,95","79,7","57,13","101,63","83,7",1991
230130 ARARIPE,"67,41","27,72","65,13","59,27",...,"11,31","60,75",1991
230140 ARATUBA,"118,09","90,62","65,26","80,59",...,"66,18","87,27",1991
230150 ARNEIROZ,"60,75","32,56",...,52,...,"27,06","53,85",1991
230160 ASSARE,"85,82","41,63","52,06","65,18",...,"97,22","72,82",1991
230170 AURORA,"166,57","40,15",...,"59,56",...,"47,33","92,76",1991
230180 BAIXIO,"72,04","97,83",...,"49,17",...,...,"53,15",1991
230185 BANABUIU,"98,52","20,86","68,71","62,07",...,"54,54","69,82",1991
